BAP 15-0589,187/SBM/PRS/15.01,2015-11-03,187/SBM/1/35.4.4/X/15
BAP 15-0603,197/SBM/PRS/15.01,2015-11-12,197/SBM/1/35.3.4/XI/15
BAP 15-0607,192/SBM/PRS/15.01,2015-11-12,192/SBM/1/35.13.4/X/15
BAP 15-0617,202/SBM/PRS/15.01,2015-11-19,202/SBM/1/35.15.3/XI/15
BAP 15-0637,VOUCHER 15-0004,2015-12-01,207/SBM/1/35.3.4/XI/15
BAP 16-0006,187/SBM/PRS/15.02,2016-01-12,187/SBM/1/35.4.4/X/15
BAP 16-0037,187/SBM/PRS/15.03,2016-01-26,187/SBM/1/35.4.4/X/15
BAP 16-0041,202/SBM/PRS/15.02,2016-01-26,202/SBM/1/35.15.3/XI/15
BAP 16-0045,197/SBM/PRS/15.02,2016-01-28,197/SBM/1/35.3.4/XI/15
BAP 16-0131,197/SBM/PRS/15.03,2016-03-22,197/SBM/1/35.3.4/XI/15
BAP 16-0131,197/SBM/PRS/15.03,2016-03-22,197/SBM/1/35.3.4/XI/15
BAP 16-0131,197/SBM/PRS/15.03,2016-03-22,197/SBM/1/35.3.4/XI/15
BAP 16-0131,197/SBM/PRS/15.03,2016-03-22,197/SBM/1/35.3.4/XI/15
BAP 16-0132,033/SBM/PRS/16.01,2016-03-22,033/SBM/1/35.3.4/II/16
BAP 16-0166,025/SBM/PRS/16.01,2016-04-19,025/SBM/1/35.1.8/II/16
BAP 16-0166,025/SBM/PRS/16.01,2016-04-19,025/SBM/1/35.1.8/II/16
BAP 16-0193,033/SBM/PRS/16.02,2016-05-10,033/SBM/1/35.3.4/II/16
BAP 16-0193,033/SBM/PRS/16.02,2016-05-10,033/SBM/1/35.3.4/II/16
BAP 16-0221,202/SBM/PRS/15.03,2016-05-19,202/SBM/1/35.15.3/XI/15
BAP 16-0236,069/SBM/PRS/16.01,2016-05-26,069/SBM/1/35.7.6/IV/16
BAP 16-0253,060/SBM/ME/16.01,2016-05-31,060/SBM/1/42.5.6/III/16
BAP 16-0370,060/SBM/ME/16.02,2016-08-23,060/SBM/1/42.5.6/III/16
BAP 16-0387,092/SBM/ME/16.01,2016-09-06,092/SBM/1/42.6.6/V/16
BAP 16-0403,132/SBM/TMN/16.01,2016-09-15,132/SBM/1/35.12.5/VIII/16
BAP 16-0403,132/SBM/TMN/16.01,2016-09-15,132/SBM/1/35.12.5/VIII/16
BAP 16-0403,132/SBM/TMN/16.01,2016-09-15,132/SBM/1/35.12.5/VIII/16
BAP 16-0411,197/SBM/PRS/15.04,2016-09-20,197/SBM/1/35.3.4/XI/15
BAP 16-0426,033/SBM/PRS/16.03,2016-09-26,033/SBM/1/35.3.4/II/16
BAP 16-0491,060/SBM/ME/16.03,2016-11-03,060/SBM/1/42.5.6/III/16
BAP 16-0491,060/SBM/ME/16.03,2016-11-03,060/SBM/1/42.5.6/III/16
BAP 16-0491,060/SBM/ME/16.03,2016-11-03,060/SBM/1/42.5.6/III/16
BAP 16-0491,060/SBM/ME/16.03,2016-11-03,060/SBM/1/42.5.6/III/16
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0523,092/SBM/ME/16.02,2016-11-15,092/SBM/1/42.6.6/V/16
BAP 16-0546,069/SBM/PRS/16.02,2016-11-28,069/SBM/1/35.7.6/IV/16
BAP 16-0553,189/SBM/ME/16.01,2016-11-28,189/SBM/1/42.6.6/XI/16
BAP 17-0048,192/SBM/TMN/16.01,2017-01-26,192/SBM/1/42.12.5/XII/16
BAP 17-0048,192/SBM/TMN/16.01,2017-01-26,192/SBM/1/42.12.5/XII/16
BAP 17-0048,192/SBM/TMN/16.01,2017-01-26,192/SBM/1/42.12.5/XII/16
BAP 17-0048,192/SBM/TMN/16.01,2017-01-26,VO.001-192/16
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,187/SBM/1/35.4.4/X/15
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,187/SBM/1/35.4.4/X/15
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,187/SBM/1/35.4.4/X/15
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,Add-01-187/15
BAP 17-0056,187/SBM/PRS/15.04,2017-02-06,Add-01-187/15
BAP 17-0065,189/SBM/ME/16.02,2017-02-09,189/SBM/1/42.6.6/XI/16
BAP 17-0115,018/SBM/ME/17.01,2017-03-16,018/SBM/1/35.5.6/II/17
BAP 17-0149,132/SBM/TMN/16.02,2017-04-13,132/SBM/1/35.12.5/VIII/16
BAP 17-0316,192/SBM/TMN/16.02,2017-08-24,192/SBM/1/42.12.5/XII/16
BAP 17-0316,192/SBM/TMN/16.02,2017-08-24,VO.001-192/16
BAP 17-0407,127/SBM/ME/17.01,2017-10-17,127/SBM/1/42.5.6/IX/17
BAP 17-0447,127/SBM/ME/17.02,2017-11-09,127/SBM/1/42.5.6/IX/17
BAP 17-0460,018/SBM/ME/17.02,2017-11-21,018/SBM/1/35.5.6/II/17
BAP 17-0460,018/SBM/ME/17.02,2017-11-21,018/SBM/1/35.5.6/II/17
BAP 18-0023,187/SBM/PRS/15.05,2018-01-11,187/SBM/1/35.4.4/X/15
BAP 18-0023,187/SBM/PRS/15.05,2018-01-11,Add-01-187/15
BAP 18-0174,060/SBM/ME/16.04,2018-03-27,060/SBM/1/42.5.6/III/16
BAP 18-0224,127/SBM/ME/17.03,2018-04-19,127/SBM/1/42.5.6/IX/17
BAP 18-0280,092/SBM/ME/16.03,2018-05-15,092/SBM/1/42.6.6/V/16
